CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
CAMA1_BREAST,CAMA-1,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","8.44,-9.9,.058,-2.3,14.3,-1.1,.54,-24","23.6,3.92,2.40,3.79,4.63,6.66,5.91,9.31",8,Constant,NA,8,-2.473095179,0.1829
EFM19_BREAST,EFM-19,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","11.3,-6.1,-2.2,6.08,2.12,-11,-6.8,-53","3.21,4.38,6.99,2.28,14.3,5.50,2.45,2.25",8,Sigmoid,8.332003744,7.653485775,-52.97006226,0.6233
HCC1187_BREAST,HCC1187,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.0,-3.2,7.20,-1.1,9.04,16.0,6.11,-2.9","15.0,10.5,20.2,27.6,3.77,24.5,15.0,7.40",8,Constant,NA,8,2.024313927,0.05411
HCC1395_BREAST,HCC1395,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","12.8,9.97,-14,-21,11.6,13.1,6.26,-12","7.42,7.51,2.15,16.5,21.0,11.6,8.95,1.53",8,Constant,NA,8,2.633744001,0.2731
HCC1569_BREAST,HCC1569,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.0,4.07,-1.1,-2.0,16.4,2.58,11.2,-14","13.8,3.32,6.60,3.32,4.58,10.9,4.88,7.46",8,Constant,NA,8,1.054563522,0.03085
HCC1806_BREAST,HCC1806,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-12,-.82,5.13,-5.7,1.83,-13,-57","10.7,17.8,6.93,6.36,6.96,16.0,11.1,2.51",8,Sigmoid,3.431067467,4.892572403,-57.15589523,1.0815
HCC1954_BREAST,HCC1954,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.3,-9.8,-6.9,-3.1,10.0,11.5,9.55,-48","20.8,.79,8.78,3.02,24.7,17.8,3.69,1.08",8,Sigmoid,8.072483433,8,-47.67789459,0.493
HCC70_BREAST,HCC70,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.2,-6.6,2.04,-7.6,-.40,14.4,8.73,-38","4.87,7.77,12.5,4.90,11.8,11.8,8.62,7.41",8,Sigmoid,7.041330814,8,-42.2978363,0.2158
HDQP1_BREAST,HDQ-P1,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","19.0,17.5,5.30,10.2,.088,13.7,-2.2,-42","43.4,5.51,6.48,18.1,4.48,12.4,46.6,26.0",8,Linear,NA,8,-42.92635345,1.0024
HMC18_BREAST,HMC-1-8,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.4,-1.1,-7.8,-3.1,6.16,-2.7,-5.9,-58","1.54,6.26,.31,11.1,4.05,1.06,3.97,5.27",8,Sigmoid,4.688372135,6.201820374,-57.74960709,0.5299
HS578T_BREAST,Hs 578T,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","5.60,-7.7,2.23,-.84,13.3,6.64,-3.3,-37","1.61,4.06,8.32,14.0,5.62,3.88,2.03,2.84",8,Sigmoid,3.193168879,8,-36.873909,0.4021
HS739T_BREAST,Hs 739.T,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","2.08,-.84,-6.7,-2.7,22.3,13.5,-18,-59","6.65,16.6,10.6,3.50,.85,4.63,8.47,9.27",8,Sigmoid,2.871164083,4.089972496,-58.88449097,1.0025
MB157_BREAST,MB 157,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","1.83,.70,19.9,-8.7,8.25,16.0,18.0,-45","23.5,15.4,44.4,2.94,38.1,42.3,23.5,13.0",8,Constant,NA,8,-8.155290604,0.6689
MCF7_BREAST,MCF7,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.0,-12,10.0,-30,13.9,8.87,-13,-99","21.2,10.6,38.9,12.4,43.1,3.13,26.4,2.94",8,Linear,NA,0.122591665,-98.15213776,0.502
MDAMB157_BREAST,MDA-MB-157,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-27,1.18,-12,3.95,4.29,3.31,-24,-22","7.93,8.60,15.0,1.05,.43,2.32,3.28,5.04",8,Sigmoid,1.41736269,8,-23.83189201,1.1257
MDAMB175VII_BREAST,MDA-MB-175-VII,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-22,-.48,-17,-8.7,-8.7,-.49,-21,-23","9.20,2.05,13.0,12.8,.54,.89,2.71,2.10",8,Constant,NA,8,-12.66830826,0.6365
MDAMB415_BREAST,MDA-MB-415,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-25,-8.3,-17,-8.8,4.99,22.8,5.21,-27","40.1,20.0,.58,13.5,9.80,22.3,15.3,1.24",8,Linear,NA,8,-27.44254684,0.652
MDAMB436_BREAST,MDA-MB-436,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.0,1.48,-4.9,-.93,3.77,4.19,10.8,-52","9.18,1.78,.22,1.63,13.5,3.50,11.2,1.74",8,Sigmoid,8.220542818,7.912307262,-51.96082306,0.8252
MDAMB453_BREAST,MDA-MB-453,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.5,10.2,11.5,5.04,22.2,6.12,-9.9,-43","14.6,2.01,7.74,1.70,19.2,10.5,10.7,.92",8,Sigmoid,3.406751156,8,-42.57759094,0.2967
MDAMB468_BREAST,MDA-MB-468,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-.55,-4.4,-23,13.9,6.11,-12,-54","6.54,10.4,5.98,8.11,11.2,1.81,5.97,3.54",8,Sigmoid,3.498851776,5.620063782,-53.52113342,1.0025
SKBR3_BREAST,SK-BR-3,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.9,32.4,17.0,37.1,22.8,46.2,40.3,44.0","8.33,16.0,11.0,10.4,22.4,2.73,23.2,1.32",8,Linear,NA,8,-0.386610061,0
T47D_BREAST,T-47D,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8",".20,5.46,-12,-1.1,15.8,2.92,-5.3,-28","2.16,4.34,4.35,17.8,32.5,23.5,10.6,5.14",8,Constant,NA,8,-3.537573338,0.3487
UACC812_BREAST,UACC-812,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","15.4,6.56,14.0,-5.6,20.3,-5.9,41.1,-9.4","8.79,7.74,36.1,12.1,35.9,18.4,34.1,13.5",8,Constant,NA,8,10.36696529,0.05788
ZR751_BREAST,ZR-75-1,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-35,33.4,-5.4,18.4,16.9,73.7,-16,-27","19.9,14.7,1.88,32.0,17.8,40.0,20.0,1.00",8,Constant,NA,8,-2.729183435,0.5818
ZR7530_BREAST,ZR-75-30,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,4.60,-6.9,11.3,-5.9,18.4,13.4,.98","11.2,.63,26.9,7.28,30.1,41.3,20.3,8.60",8,Constant,NA,8,4.59804678,0.04209
AU565_BREAST,AU565,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-1.5,-13,10.2,1.31,9.21,1.46,-7.9","7.10,4.65,3.87,13.2,16.5,22.9,14.6,7.33",8,Linear,NA,8,-11.33695698,0.3374
BT20_BREAST,BT-20,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-27,-15,-18,-14,-16,-8.8,2.22,-24","9.10,10.7,12.7,17.1,12.4,5.94,51.3,22.3",8,Linear,NA,8,-20.66633415,0.4686
BT474_BREAST,BT-474,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.0,7.84,-8.2,-18,-1.2,-3.3,-13,-43","6.65,23.6,9.37,2.10,1.00,8.90,9.36,14.0",8,Sigmoid,6.58958292,6.84863472,-59.60608673,0.4139
BT549_BREAST,BT-549,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","4.48,4.57,13.8,-7.1,24.0,9.39,3.70,-19","4.24,2.60,3.93,12.9,31.6,0,7.72,3.32",8,Constant,NA,8,2.980574608,0.1106
CAL851_BREAST,CAL-85-1,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","7.61,16.4,8.63,-11,17.4,-7.0,26.1,2.56","21.9,13.8,.091,32.7,22.1,17.6,9.02,5.49",8,Constant,NA,8,7.917528152,0.04997
CAMA1_BREAST,CAMA-1,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","12.2,-.74,-10.0,6.87,-1.3,2.18,-19,-39","19.1,1.18,5.79,4.14,6.64,6.82,36.5,28.4",8,Constant,NA,8,1.018740654,0.3651
EFM19_BREAST,EFM-19,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.4,2.64,6.59,8.18,5.18,-10,5.19,-66","3.89,11.7,12.1,10.4,16.1,5.07,16.6,3.44",8,Sigmoid,8.275729266,7.446472168,-66.28803253,0.7263
HCC1187_BREAST,HCC1187,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,-4.5,-2.7,8.42,6.41,8.77,-21,-30","8.49,4.49,1.82,9.55,3.77,16.1,7.32,49.9",8,Linear,NA,8,-17.37914467,0.4499
HCC1395_BREAST,HCC1395,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","9.62,5.29,5.08,-13,4.09,4.36,-5.7,-38","18.0,17.2,16.8,9.28,3.22,28.6,36.8,70.4",8,Linear,NA,8,-16.95356178,0.4523
HCC1569_BREAST,HCC1569,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.5,-6.2,-8.1,7.96,.67,-8.6,-26,-38","17.8,7.21,5.17,7.00,7.18,8.71,28.7,62.7",8,Linear,NA,8,-22.41881561,0.3944
HCC1806_BREAST,HCC1806,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","1.26,16.5,-13,13.1,-6.2,6.25,-.65,-14","7.90,8.72,16.0,4.84,8.52,12.1,23.8,35.5",8,Constant,NA,8,7.366841793,0.1681
HCC1954_BREAST,HCC1954,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","3.05,-4.4,-4.7,-7.0,-1.1,-7.3,2.47,-22","1.25,6.66,7.06,1.97,4.95,17.4,5.98,49.9",8,Constant,NA,8,-0.06186438,0.2587
HCC70_BREAST,HCC70,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.8,2.21,-1.7,2.42,-5.7,-5.6,-9.3,-18","6.55,4.99,14.2,15.6,18.7,25.1,23.4,40.4",8,Constant,NA,8,-3.123594761,0.1703
HDQP1_BREAST,HDQ-P1,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-.13,10.4,-3.1,-8.3,-19,-42,-58","7.55,6.14,8.54,14.3,9.34,25.2,41.3,49.7",8,Constant,NA,8,-0.977406263,1.2229
HMC18_BREAST,HMC-1-8,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","4.99,-5.1,-.15,3.08,7.54,-.82,-.66,-3.8","3.71,6.41,4.05,4.45,1.51,3.07,1.12,5.58",8,Constant,NA,8,1.288721681,0
HS578T_BREAST,Hs 578T,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","1.27,3.12,-5.6,-2.7,1.22,8.23,-5.0,1.48","5.61,5.13,6.42,.43,4.12,9.07,7.17,20.3",8,Constant,NA,8,-1.371344924,0
HS739T_BREAST,Hs 739.T,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,9.02,-4.1,20.9,-12,4.65,-1.5,20.0","5.71,4.66,9.09,12.1,9.02,10.3,9.65,13.7",8,Constant,NA,8,3.797869444,0.2776
MB157_BREAST,MB 157,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.3,2.03,10.9,20.9,-14,6.53,4.96,22.1","19.6,2.80,48.5,31.9,16.9,20.2,43.5,19.2",8,Constant,NA,8,-1.228779316,0.4652
MCF7_BREAST,MCF7,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8",".19,35.7,-6.7,47.5,10.2,5.19,4.31,-14","28.7,18.7,2.92,6.04,4.02,9.37,33.2,34.7",8,Constant,NA,8,1.057473421,0
MDAMB157_BREAST,MDA-MB-157,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8",".26,-3.9,20.6,4.27,8.36,-2.7,27.1,-4.2","16.2,15.8,13.1,14.9,3.72,13.1,44.2,22.7",8,Constant,NA,8,6.951115608,0.01494
MDAMB175VII_BREAST,MDA-MB-175-VII,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","6.14,5.79,-6.6,3.15,-1.1,11.5,-1.6,-19","15.4,6.96,17.1,3.08,17.0,6.88,7.61,13.3",8,Constant,NA,8,-0.375861466,0.1795
MDAMB415_BREAST,MDA-MB-415,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.3,-1.7,-6.1,11.3,11.1,14.2,8.94,-7.9","24.5,3.22,26.8,21.9,3.17,15.8,1.54,10.6",8,Constant,NA,8,0.583533347,0
MDAMB436_BREAST,MDA-MB-436,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.6,8.47,-9.9,1.85,-6.0,4.82,2.35,15.9","10.3,1.66,7.57,11.2,5.25,10.2,3.73,14.7",8,Constant,NA,8,-1.573630214,0.2029
MDAMB453_BREAST,MDA-MB-453,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","2.15,2.08,9.37,2.12,4.31,-5.3,15.1,-20","3.25,15.9,23.0,16.5,1.83,4.27,10.6,2.53",8,Constant,NA,8,1.536154032,0.04652
MDAMB468_BREAST,MDA-MB-468,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","8.01,-31,6.53,-25,2.13,-9.1,1.60,-46","4.47,5.31,8.75,4.54,9.58,41.4,9.71,2.04",8,Linear,NA,5.090885788,-53.23396683,0.868
SKBR3_BREAST,SK-BR-3,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8",".20,-18,18.1,-1.9,29.0,-5.7,19.0,-23","1.18,3.77,18.3,12.8,20.7,4.05,15.9,14.4",8,Constant,NA,8,0.202983677,0.2668
T47D_BREAST,T-47D,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","9.86,-14,-2.2,1.91,11.6,1.84,6.72,-20","17.5,5.00,11.5,8.47,6.39,3.37,15.7,28.2",8,Sigmoid,0.002682441,8,-2.122644186,0.3123
UACC812_BREAST,UACC-812,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-1.8,7.82,15.4,-9.4,15.5,-23,-4.1","8.99,16.5,25.3,14.0,21.6,31.1,34.8,43.1",8,Constant,NA,8,9.880545616,0.1242
ZR751_BREAST,ZR-75-1,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","21.1,-29,29.8,-4.2,-8.6,-23,-11,-59","10.6,24.8,16.4,4.88,6.08,31.8,25.5,47.0",8,Constant,NA,8,-3.619128942,1.1176
ZR7530_BREAST,ZR-75-30,PHA-665752,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.1,-8.6,-13,6.27,1.95,2.52,1.78,-37","4.46,10.0,5.10,11.1,2.52,22.8,7.18,38.2",8,Linear,NA,1.324181464,-61.74968338,0.2342
AU565_BREAST,AU565,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,3.15,-9.2,-5.9,13.3,-14,5.56,-29",".088,4.64,7.44,8.57,3.40,9.10,1.87,5.92",8,Constant,NA,8,-6.279292583,0.6038
BT20_BREAST,BT-20,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","22.7,22.3,16.0,11.1,8.01,16.5,-3.6,-4.5","6.99,2.86,4.49,27.0,8.28,24.9,10.2,7.12",8,Constant,NA,8,13.25427437,0
BT474_BREAST,BT-474,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.3,-13,22.4,-12,-9.9,-4.3,3.63,-13","16.9,8.77,28.8,19.1,15.5,7.09,8.90,1.87",8,Constant,NA,8,-4.505862713,0.1735
BT549_BREAST,BT-549,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.1,1.30,-4.5,-9.8,-2.9,-3.6,-19,-46","3.57,18.7,3.16,5.93,9.83,7.08,11.1,2.71",8,Sigmoid,2.96090889,8,-45.56085205,0.4886
CAL851_BREAST,CAL-85-1,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-12,-11,-41,-11,-12,-14,-5.5","12.5,16.0,7.71,48.1,5.27,21.4,11.1,28.3",8,Constant,NA,8,-11.49657345,0.2709
CAMA1_BREAST,CAMA-1,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","3.75,-6.1,-3.8,-6.5,2.61,4.03,-6.6,7.29","2.57,.80,.95,1.18,.63,1.70,6.80,6.01",8,Constant,NA,8,-0.009278068,0.07136
EFM19_BREAST,EFM-19,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8",".41,-1.9,-2.8,2.83,1.93,3.59,5.16,5.05","6.13,6.33,1.39,4.02,.31,13.6,9.40,3.50",8,Constant,NA,8,1.932400823,0
HCC1187_BREAST,HCC1187,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,.80,-2.4,13.3,5.59,31.0,.35,5.02","8.62,14.8,6.93,8.57,2.04,12.7,8.35,7.09",8,Constant,NA,8,5.073982716,0.1792
HCC1395_BREAST,HCC1395,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","3.62,9.79,-23,-6.9,19.0,23.3,4.95,18.2","16.4,20.2,2.54,2.61,11.3,12.2,13.6,2.92",8,Constant,NA,8,12.76879787,0.3832
HCC1569_BREAST,HCC1569,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.4,-4.2,2.24,-3.1,-.51,19.2,-11,-15","10.0,9.89,16.5,13.0,11.1,19.3,7.67,8.49",8,Constant,NA,8,-6.94933176,0.01235
HCC1806_BREAST,HCC1806,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","14.3,-1.1,-9.5,3.31,21.4,-.26,13.5,-22","8.71,2.13,6.43,7.52,.31,9.44,6.97,2.90",8,Constant,NA,8,3.164787292,0.2989
HCC1954_BREAST,HCC1954,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.2,-2.5,-7.6,8.60,7.79,18.7,-6.6,3.09","10.00,3.46,12.5,10.5,8.27,12.2,1.32,4.86",8,Constant,NA,8,1.167902708,0.02614
HCC70_BREAST,HCC70,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-4.1,6.57,-7.4,4.53,.36,-3.2,-1.2","16.3,6.66,5.04,4.42,2.77,8.60,17.0,5.95",8,Constant,NA,8,-2.268801689,0.05906
HDQP1_BREAST,HDQ-P1,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-33,3.42,-1.7,-8.7,2.34,4.43,-4.2","10.7,.10,5.17,7.31,13.0,21.3,5.11,5.58",8,Constant,NA,8,-2.917572737,0.3534
HMC18_BREAST,HMC-1-8,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.9,-8.6,-4.8,-4.5,6.33,8.54,9.66,-.21","3.20,4.55,8.62,.32,3.94,9.30,3.36,8.35",8,Constant,NA,8,-1.384085536,0.07445
HS578T_BREAST,Hs 578T,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.5,-7.1,1.77,6.75,8.15,11.1,-8.4,-35","2.13,3.98,13.7,6.04,.011,6.09,8.51,45.1",8,Sigmoid,2.436517715,8,-17.66795731,0.3128
HS739T_BREAST,Hs 739.T,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","3.69,7.51,-10.0,-2.1,4.68,11.1,-9.4,-10","3.87,1.84,15.2,7.64,10.8,18.2,5.84,17.7",8,Constant,NA,8,0.624346912,0.3302
MB157_BREAST,MB 157,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-24,-11,-3.1,-19,18.5,12.4,19.4,-26","4.39,16.3,4.53,1.18,40.2,7.49,14.0,.027",8,Linear,NA,8,-24.78541374,0.7368
MCF7_BREAST,MCF7,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","11.2,6.79,-34,-45,-34,-33,-52,-49","46.9,14.4,79.5,65.8,76.4,73.1,41.6,68.3",8,Constant,NA,8,-11.98044014,0.5813
MDAMB157_BREAST,MDA-MB-157,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","31.2,2.89,.89,-11,17.0,-.14,10.8,-1.1","9.71,8.35,22.1,.93,20.7,26.0,.54,6.23",8,Constant,NA,8,5.857423306,0.0486
MDAMB175VII_BREAST,MDA-MB-175-VII,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-12,-9.2,-7.9,-6.7,-6.1,-4.0,-3.2","18.7,24.9,16.7,4.04,18.2,15.4,1.36,12.4",8,Constant,NA,8,-5.079953671,0.3373
MDAMB415_BREAST,MDA-MB-415,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,4.23,3.52,-15,-5.5,8.09,12.0,-5.8","5.14,2.69,9.46,16.1,19.3,7.48,15.3,1.10",8,Linear,NA,8,-21.62174606,0.05878
MDAMB436_BREAST,MDA-MB-436,PLX4720,RAF,".0080,.025,.080,.25,.80,2.53,8","4.30,-7.8,-5.3,2.13,10.6,9.90,1.10","1.46,6.04,13.0,.76,17.4,14.2,1.23",7,Constant,NA,8,1.771779537,0.07696
MDAMB453_BREAST,MDA-MB-453,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.6,11.1,8.54,2.30,-5.0,-6.3,-2.1,-25","0,8.29,0,9.08,0,6.77,0,2.31",8,Sigmoid,8.458834104,8,-24.04188156,0.1361
MDAMB468_BREAST,MDA-MB-468,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,-.66,-7.4,14.1,19.6,14.9,9.52,-2.2","9.14,8.44,11.8,9.08,4.59,12.9,.84,10.1",8,Constant,NA,8,5.629932404,0.1516
SKBR3_BREAST,SK-BR-3,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-7.8,-1.1,-7.4,-14,2.30,-3.1,-18","8.48,20.8,2.69,15.6,7.92,17.3,20.0,21.3",8,Constant,NA,8,-8.800782204,0.19
T47D_BREAST,T-47D,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","13.8,-1.8,-11,-3.6,18.1,24.2,.31,-6.6","23.3,2.55,9.72,25.9,10.5,19.3,9.41,3.41",8,Constant,NA,8,-0.886463165,0.04939
UACC812_BREAST,UACC-812,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.11,10.3,8.61,7.36,-5.5,7.91,7.21,.41","24.4,14.7,25.7,5.76,17.5,5.91,33.9,15.7",8,Constant,NA,8,6.298837662,0
ZR751_BREAST,ZR-75-1,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-33,36.7,-.47,64.5,-2.9,40.4,43.9,1.44","5.84,34.7,30.4,10.9,9.07,14.8,18.7,5.70",8,Constant,NA,8,16.70590782,0.5641
ZR7530_BREAST,ZR-75-30,PLX4720,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-6.8,-4.1,7.63,17.2,12.0,-1.9,12.5","5.15,40.2,24.1,16.3,22.9,39.1,3.57,31.7",8,Constant,NA,8,-1.389397264,0.02117
AU565_BREAST,AU565,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-33,-72,-99,-99,-100,-100,-100,-101","1.04,5.80,1.18,.96,1.19,2.11,.29,.59",8,Sigmoid,0.007013516,0.005203366,-99.91969299,6.6977
BT20_BREAST,BT-20,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-72,-56,-67,-60,-73,-56,-59,-57","2.33,1.34,8.40,.63,9.99,1.82,4.99,6.82",8,Constant,NA,0.002542614,-60.9937973,4.959
BT474_BREAST,BT-474,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.39,-18,-64,-78,-81,-71,-82,-74","2.18,3.69,11.7,4.98,3.32,10.3,2.77,3.07",8,Sigmoid,0.012523146,0.016556622,-79.01792145,3.3674
BT549_BREAST,BT-549,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,-64,-73,-84,-80,-88,-86,-86","9.38,.82,1.65,1.28,4.24,2.13,4.45,1.25",8,Sigmoid,5.455170087,0.005155943,-85.27875519,5.817
CAL851_BREAST,CAL-85-1,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-32,-40,-75,-80,-85,-83,-83,-80","15.4,1.09,17.9,.15,.36,3.75,2.84,1.97",8,Sigmoid,0.02366408,0.016368471,-82.49339294,5.3918
CAMA1_BREAST,CAMA-1,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-29,-28,-70,-69,-69,-69,-68,-71","11.2,.88,4.34,.84,2.58,4.31,.20,3.90",8,Sigmoid,0.009369855,0.010846031,-69.24803925,4.3906
EFM19_BREAST,EFM-19,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-41,-91,-93,-89,-95,-94,-90","5.92,8.64,2.38,2.04,6.58,1.95,.50,.015",8,Sigmoid,0.009638786,0.009098331,-92.52811432,5.55
HCC1187_BREAST,HCC1187,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,-45,-80,-91,-91,-90,-91,-91","10.5,6.86,4.41,1.59,1.22,3.51,2.29,.20",8,Sigmoid,0.012309728,0.009626306,-91.02165222,5.8226
HCC1395_BREAST,HCC1395,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-39,-28,-86,-93,-96,-89,-91,-94","12.4,5.30,9.25,9.70,6.72,5.25,14.5,3.62",8,Sigmoid,0.010007542,0.011294067,-93.35600281,5.4493
HCC1569_BREAST,HCC1569,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-28,-34,-32,-37,-43,-41,-41,-38","4.83,7.09,14.7,7.66,12.9,3.91,9.88,1.52",8,Constant,NA,8,-37.7364502,2.7161
HCC1806_BREAST,HCC1806,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-40,-83,-89,-93,-94,-96,-97,-94","32.2,1.54,.65,.10,1.78,.76,7.2e-4,2.10",8,Sigmoid,4.996127038,0.002996833,-94.78574371,6.8819
HCC1954_BREAST,HCC1954,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.5,-29,-78,-92,-95,-94,-92,-93","4.47,19.0,9.24,1.00,.54,2.83,.53,2.09",8,Sigmoid,0.008352162,0.010001038,-93.73235321,5.6339
