CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
UACC812_BREAST,UACC-812,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,-7.1,27.6,2.71,-29,-32,-40,-58","2.21,7.05,8.31,3.25,15.2,8.47,3.71,16.6",8,Linear,NA,0.728466544,-69.57390594,1.3378
ZR751_BREAST,ZR-75-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","48.3,-28,-15,-41,-50,-79,-76,-100",".78,8.39,4.53,13.5,4.71,5.78,3.71,5.32",8,Linear,NA,0.53045908,-99.05677795,3.5125
ZR7530_BREAST,ZR-75-30,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.3,15.3,.17,-16,-19,-15,15.6,-5.1","9.40,19.6,4.73,6.85,7.53,9.32,8.15,1.05",8,Constant,NA,8,-5.120218754,0.02054
AU565_BREAST,AU565,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-27,-12,-7.6,-2.3,-.86,3.90,-5.1,-36","22.3,6.99,20.7,6.94,21.5,14.0,2.05,10.1",8,Sigmoid,7.054640293,8,-35.63611984,1.1876
BT20_BREAST,BT-20,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.4,-11,-1.5,12.5,17.6,-5.1,-42,-55","4.73,26.7,1.73,3.80,3.40,9.98,19.6,.27",8,Sigmoid,1.598887444,3.663071632,-54.44490433,0.8072
BT474_BREAST,BT-474,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","2.89,11.5,.95,17.9,-5.9,11.2,-35,-44","0,4.75,0,14.6,2.88,3.90,3.63,0",8,Sigmoid,1.900625467,8,-44.58480072,0.5179
BT549_BREAST,BT-549,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.8,-13,2.70,-17,9.30,-2.7,-21,-63","8.57,7.38,3.47,22.4,11.8,3.84,5.90,13.0",8,Sigmoid,3.06177783,4.104511738,-62.66566849,0.9727
CAL851_BREAST,CAL-85-1,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.5,-4.8,-6.5,-10,-15,-49,-67,-72","5.37,11.0,8.25,18.1,10.3,3.89,.51,1.58",8,Sigmoid,0.588408232,0.827255785,-70.53333282,1.7151
CAMA1_BREAST,CAMA-1,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.1,-17,1.75,-1.3,13.5,-7.9,1.61,-17","1.89,5.31,.29,3.99,1.67,13.1,4.12,3.50",8,Constant,NA,8,-1.509639978,0.3685
EFM19_BREAST,EFM-19,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.6,-.042,-8.6,-5.2,7.49,-25,-38,-59",".12,3.12,4.21,9.30,5.41,10.5,3.01,1.96",8,Sigmoid,2.308192253,4.354252338,-58.97902679,0.9214
HCC1187_BREAST,HCC1187,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-24,-12,-12,-7.2,-9.5,-4.4,-17,-34","12.2,5.09,24.8,14.7,4.51,28.0,15.5,.77",8,Constant,NA,8,-15.72583771,0.8999
HCC1395_BREAST,HCC1395,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.1,-6.3,-27,-22,-1.6,-13,10.2,-39","12.5,3.98,29.6,33.0,.91,12.2,13.2,5.37",8,Constant,NA,8,-6.509978771,1.5061
HCC1569_BREAST,HCC1569,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,-14,-2.2,-1.8,-8.2,-1.7,-22,-38","1.56,2.97,10.2,11.5,5.02,.88,2.80,10.3",8,Sigmoid,2.61330533,8,-37.92454529,0.5531
HCC1806_BREAST,HCC1806,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8",".026,8.15,8.76,18.2,13.5,-16,-46,-66","17.6,.97,28.2,16.0,3.66,7.69,8.98,7.65",8,Sigmoid,1.271851301,2.679288387,-64.25028992,1.305
HCC1954_BREAST,HCC1954,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,4.22,-9.7,-14,-9.7,-6.2,-46,-62","14.3,7.62,10.4,5.18,12.3,2.87,3.72,7.71",8,Sigmoid,2.134763956,2.759405375,-61.66718292,1.3526
HCC70_BREAST,HCC70,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-17,-.65,-10.0,-4.4,-14,-29,-44","8.16,16.5,18.6,7.81,21.0,4.68,4.07,3.62",8,Sigmoid,3.633477688,8,-41.73616028,0.8561
HDQP1_BREAST,HDQ-P1,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,-14,-8.2,4.56,-31,-21,-58,-73","2.44,12.8,4.64,7.27,.69,13.4,3.69,.49",8,Sigmoid,1.712256193,2.021017075,-73.47068787,2.0527
HMC18_BREAST,HMC-1-8,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.6,-6.5,-9.4,-15,-6.9,-6.9,-7.5,2.86","8.60,1.93,6.52,1.12,.23,.26,13.6,.85",8,Constant,NA,8,-6.867378712,0.02721
HS578T_BREAST,Hs 578T,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.7,-8.7,.16,-5.0,5.71,1.23,-12,-25","8.26,7.52,3.80,2.34,15.6,.96,9.77,1.21",8,Sigmoid,2.724271297,8,-24.76619148,0.4577
HS739T_BREAST,Hs 739.T,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.7,1.28,8.79,-6.1,11.1,3.60,-16,-41","14.7,3.75,8.20,2.31,15.6,11.7,20.0,4.80",8,Sigmoid,2.719091654,8,-41.18766403,0.6129
MB157_BREAST,MB 157,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.7,-11,27.3,-6.5,-26,-42,-39,-60","19.0,1.70,15.1,1.56,14.5,5.91,17.8,10.3",8,Sigmoid,0.280312359,2.625183582,-51.56881714,1.854
MCF7_BREAST,MCF7,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,13.0,-30,9.05,-26,-19,-32,-24","2.66,10.6,39.8,17.8,51.7,13.2,34.2,1.40",8,Constant,NA,8,-12.71706676,0.2155
MDAMB157_BREAST,MDA-MB-157,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","5.83,3.76,-9.7,-7.6,-.94,4.79,-16,-35","13.0,22.3,.0025,1.75,8.16,15.2,.58,23.6",8,Sigmoid,2.7233634,8,-34.65431595,0.4384
MDAMB175VII_BREAST,MDA-MB-175-VII,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,18.7,5.15,13.9,3.67,17.2,-1.2,-29","5.66,10.9,2.19,8.76,1.28,.72,26.5,30.0",8,Sigmoid,3.080955744,8,-28.1742363,0.1716
MDAMB415_BREAST,MDA-MB-415,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8",".23,3.11,-10,10.8,-2.7,-5.4,-14,-30","23.0,5.92,1.17,8.87,21.0,.27,10.8,18.2",8,Constant,NA,8,-6.271792889,0.09347
MDAMB436_BREAST,MDA-MB-436,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,6.90,-10,4.60,-19,3.84,-4.5,-13","6.64,4.19,8.68,7.66,10.6,7.78,7.02,6.08",8,Constant,NA,8,-6.567370415,0.4278
MDAMB453_BREAST,MDA-MB-453,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-8.6,-20,-12,-5.8,-5.3,-1.4,-41","3.44,9.35,2.74,3.32,10.8,10.9,4.72,6.62",8,Sigmoid,7.164134026,8,-40.90616226,0.6659
MDAMB468_BREAST,MDA-MB-468,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-4.4,-22,-4.9,-28,-26,-57,-59","1.13,8.46,3.81,3.94,3.29,3.00,11.1,5.22",8,Sigmoid,1.099178433,2.356126785,-60.80873871,1.8697
SKBR3_BREAST,SK-BR-3,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.9,-9.5,7.18,-8.7,11.7,-17,-13,-43","5.06,4.95,6.32,7.29,12.9,6.70,4.45,6.28",8,Sigmoid,8.945122947,8,-42.98408127,0.6819
T47D_BREAST,T-47D,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","1.39,-5.1,-13,14.8,12.6,10.00,-23,-24","10.5,8.67,11.3,.54,8.91,9.21,1.72,3.01",8,Sigmoid,1.723767161,8,-25.02074623,0.3955
UACC812_BREAST,UACC-812,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-26,4.96,-8.0,-18,-4.5,6.94,-31,-49","5.64,14.3,4.84,23.5,14.0,10.0,29.7,14.0",8,Linear,NA,0.649283914,-60.86942673,0.8307
ZR751_BREAST,ZR-75-1,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,-18,-7.4,3.62,14.5,5.21,-19,-41","25.7,10.2,39.8,6.92,6.13,16.8,3.08,21.1",8,Linear,NA,8,-40.7732811,1.1891
ZR7530_BREAST,ZR-75-30,ZD-6474,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.1,-17,15.1,-30,25.0,-3.5,18.6,-35","27.0,15.0,41.5,17.6,23.2,30.1,9.07,15.4",8,Constant,NA,8,-9.871530533,0.4616
